Location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
9538.4,0,2.53754386,5.032421053,7.335017544,9.279298246,10.74877193,11.66624561,12.43957895,13.04407018,13.38512281,13.5357193,13.65080702,13.79592982,13.89810526,14.05080702,14.10891228,14.17768421,14.23466667,14.25178947,14.37333333,
9536.6,0,2.550175439,5.009684211,7.250070175,9.167192982,10.54508772,11.42498246,12.16831579,12.7462807,13.06049123,13.20287719,13.31322807,13.4637193,13.56242105,13.71322807,13.76564912,13.84073684,13.89866667,13.92715789,14.04333333,
9534.8,0,2.562807018,4.986947368,7.165122807,9.055087719,10.34140351,11.1837193,11.89705263,12.44849123,12.73585965,12.87003509,12.97564912,13.13150877,13.22673684,13.37564912,13.42238596,13.50378947,13.56266667,13.60252632,13.71333333,
9533,0,2.575438596,4.964210526,7.080175439,8.942982456,10.1377193,10.94245614,11.62578947,12.15070175,12.41122807,12.53719298,12.63807018,12.79929825,12.89105263,13.03807018,13.07912281,13.16684211,13.22666667,13.27789474,13.38333333,
9531.2,0,2.588070175,4.941473684,6.99522807,8.830877193,9.934035088,10.70119298,11.35452632,11.85291228,12.08659649,12.20435088,12.30049123,12.46708772,12.55536842,12.70049123,12.73585965,12.82989474,12.89066667,12.95326316,13.05333333,
9529.4,0,2.600701754,4.918736842,6.910280702,8.71877193,9.730350877,10.45992982,11.08326316,11.55512281,11.76196491,11.87150877,11.96291228,12.13487719,12.21968421,12.36291228,12.39259649,12.49294737,12.55466667,12.62863158,12.72333333,
9527.6,0,2.613333333,4.896,6.825333333,8.606666667,9.526666667,10.21866667,10.812,11.25733333,11.43733333,11.53866667,11.62533333,11.80266667,11.884,12.02533333,12.04933333,12.156,12.21866667,12.304,12.39333333,
9525.8,0,2.625964912,4.873263158,6.740385965,8.494561404,9.322982456,9.977403509,10.54073684,10.95954386,11.11270175,11.20582456,11.28775439,11.47045614,11.54831579,11.68775439,11.70607018,11.81905263,11.88266667,11.97936842,12.06333333,
9524,0,2.638596491,4.850526316,6.655438596,8.38245614,9.119298246,9.736140351,10.26947368,10.66175439,10.78807018,10.87298246,10.95017544,11.13824561,11.21263158,11.35017544,11.36280702,11.48210526,11.54666667,11.65473684,11.73333333,
9522.2,0,2.65122807,4.827789474,6.570491228,8.270350877,8.915614035,9.494877193,9.998210526,10.36396491,10.4634386,10.54014035,10.61259649,10.80603509,10.87694737,11.01259649,11.01954386,11.14515789,11.21066667,11.33010526,11.40333333,
9520.4,0,2.663859649,4.805052632,6.48554386,8.158245614,8.711929825,9.253614035,9.726947368,10.06617544,10.13880702,10.20729825,10.27501754,10.47382456,10.54126316,10.67501754,10.6762807,10.80821053,10.87466667,11.00547368,11.07333333,
9518.6,0,2.594947368,4.660491228,6.278280702,7.879859649,8.410736842,8.931298246,9.381508772,9.702070175,9.772912281,9.843754386,9.916561404,10.11238596,10.17880702,10.30722807,10.31066667,10.43540351,10.50231579,10.63540351,10.71066667,
9516.8,0,2.502736842,4.481122807,6.036070175,7.553964912,8.081684211,8.585824561,9.014877193,9.319017544,9.39522807,9.471438596,9.552140351,9.742596491,9.808701754,9.930807018,9.938666667,10.05235088,10.11957895,10.25235088,10.33866667,
9515,0,2.410526316,4.301754386,5.793859649,7.228070175,7.752631579,8.240350877,8.648245614,8.935964912,9.01754386,9.099122807,9.187719298,9.372807018,9.438596491,9.554385965,9.566666667,9.669298246,9.736842105,9.869298246,9.966666667,
9511.4,0,2.226105263,3.943017544,5.309438596,6.576280702,7.094526316,7.549403509,7.914982456,8.169859649,8.262175439,8.354491228,8.458877193,8.63322807,8.698385965,8.80154386,8.822666667,8.903192982,8.971368421,9.103192982,9.222666667,
9509.6,0,2.133894737,3.763649123,5.06722807,6.250385965,6.765473684,7.203929825,7.548350877,7.786807018,7.884491228,7.982175439,8.09445614,8.263438596,8.328280702,8.425122807,8.450666667,8.520140351,8.588631579,8.720140351,8.850666667,
9507.8,0,2.041684211,3.584280702,4.825017544,5.924491228,6.436421053,6.85845614,7.181719298,7.403754386,7.506807018,7.609859649,7.730035088,7.893649123,7.958175439,8.048701754,8.078666667,8.137087719,8.205894737,8.337087719,8.478666667,
9506,0,1.949473684,3.404912281,4.582807018,5.598596491,6.107368421,6.512982456,6.815087719,7.020701754,7.129122807,7.23754386,7.365614035,7.523859649,7.588070175,7.672280702,7.706666667,7.754035088,7.823157895,7.954035088,8.106666667,
9500.6,0,1.672842105,2.866807018,3.856175439,4.620912281,5.120210526,5.476561404,5.715192982,5.87154386,5.996070175,6.120596491,6.272350877,6.414491228,6.477754386,6.543017544,6.590666667,6.604877193,6.674947368,6.804877193,6.990666667,
9498.8,0,1.623578947,2.782596491,3.732912281,4.44954386,4.937894737,5.271719298,5.493403509,5.63922807,5.769964912,5.892701754,6.041824561,6.173754386,6.245122807,6.312491228,6.370666667,6.384561404,6.454526316,6.588561404,6.770666667,
9495.2,0,1.568,2.709333333,3.605333333,4.261333333,4.72,5.002666667,5.194666667,5.325333333,5.469333333,5.581333333,5.714666667,5.821333333,5.917333333,5.997333333,6.082666667,6.106666667,6.176,6.322666667,6.482666667,
9489.8,0,1.484631579,2.599438596,3.413964912,3.979017544,4.393157895,4.599087719,4.746561404,4.854491228,5.018385965,5.114280702,5.223929825,5.292701754,5.425649123,5.524596491,5.650666667,5.689824561,5.758210526,5.923824561,6.050666667,
9486.2,0,1.429052632,2.526175439,3.286385965,3.790807018,4.175263158,4.330035088,4.447824561,4.540596491,4.717754386,4.802912281,4.89677193,4.940280702,5.097859649,5.209438596,5.362666667,5.411929825,5.479684211,5.657929825,5.762666667,
9484.4,0,1.401263158,2.48954386,3.222596491,3.696701754,4.066315789,4.195508772,4.29845614,4.383649123,4.567438596,4.64722807,4.733192982,4.764070175,4.933964912,5.051859649,5.218666667,5.272982456,5.340421053,5.524982456,5.618666667,
9480.35,0,1.338736842,2.407122807,3.079070175,3.484964912,3.821184211,3.892824561,3.962377193,4.030517544,4.22922807,4.296938596,4.365140351,4.367596491,4.565201754,4.697307018,4.894666667,4.960350877,5.027078947,5.225850877,5.294666667,
9476.75,0,1.47872807,2.677675439,3.502280702,3.999210526,4.426622807,4.552017544,4.641491228,4.70872807,4.8825,4.949736842,5.022105263,5.033508772,5.212412281,5.335482456,5.531491228,5.594166667,5.659692982,5.848859649,5.9275,
9470,0,1.780701754,3.254385965,4.407017544,5.105263158,5.728070175,5.975438596,6.112280702,6.180701754,6.3,6.368421053,6.452631579,6.487719298,6.622807018,6.724561404,6.912280702,6.966666667,7.029824561,7.196491228,7.3,
9468.2,0,1.86122807,3.408175439,4.648280702,5.400210526,6.075122807,6.355017544,6.504491228,6.57322807,6.678,6.746736842,6.834105263,6.875508772,6.998912281,7.094982456,7.280491228,7.332666667,7.395192982,7.555859649,7.666,
9466.4,0,1.941754386,3.561964912,4.88954386,5.695157895,6.422175439,6.734596491,6.896701754,6.965754386,7.056,7.125052632,7.215578947,7.263298246,7.375017544,7.465403509,7.648701754,7.698666667,7.760561404,7.91522807,8.032,
9462.8,0,2.102807018,3.86954386,5.372070175,6.285052632,7.116280702,7.493754386,7.681122807,7.750807018,7.812,7.881684211,7.978526316,8.038877193,8.12722807,8.206245614,8.385122807,8.430666667,8.491298246,8.633964912,8.764,
9448.4,0,2.211789474,4.007017544,5.39122807,6.621754386,7.584912281,8.151368421,8.431649123,8.461122807,8.554666667,8.584140351,8.704210526,8.733684211,8.801824561,8.947298246,9.136982456,9.193333333,9.295719298,9.390385965,9.526666667,
9446.6,0,2.209263158,3.99122807,5.335964912,6.602807018,7.573859649,8.161789474,8.453438596,8.476596491,8.578666667,8.601824561,8.724736842,8.747894737,8.815719298,8.972877193,9.16477193,9.223333333,9.332350877,9.421017544,9.556666667,
9444.8,0,2.206736842,3.975438596,5.280701754,6.583859649,7.562807018,8.172210526,8.47522807,8.492070175,8.602666667,8.619508772,8.745263158,8.762105263,8.829614035,8.99845614,9.192561404,9.253333333,9.368982456,9.451649123,9.586666667,
9443,0,2.204210526,3.959649123,5.225438596,6.564912281,7.551754386,8.182631579,8.497017544,8.50754386,8.626666667,8.637192982,8.765789474,8.776315789,8.843508772,9.024035088,9.220350877,9.283333333,9.405614035,9.482280702,9.616666667,
9441.2,0,2.201684211,3.943859649,5.170175439,6.545964912,7.540701754,8.193052632,8.518807018,8.523017544,8.650666667,8.654877193,8.786315789,8.790526316,8.857403509,9.049614035,9.248140351,9.313333333,9.442245614,9.512912281,9.646666667,
9439.4,0,2.211684211,3.942070175,5.138280702,6.525017544,7.520491228,8.184947368,8.517122807,8.521649123,8.653719298,8.657508772,8.792526316,8.797473684,8.864666667,9.059192982,9.255087719,9.321649123,9.453087719,9.52154386,9.654666667,
9437.6,0,2.246736842,3.968280702,5.153122807,6.500070175,7.481964912,8.139789474,8.468491228,8.486596491,8.614877193,8.630035088,8.770105263,8.789894737,8.858666667,9.03677193,9.220350877,9.286596491,9.412350877,9.486175439,9.618666667,
9435.8,0,2.281789474,3.994491228,5.167964912,6.475122807,7.443438596,8.094631579,8.419859649,8.45154386,8.576035088,8.602561404,8.747684211,8.782315789,8.852666667,9.014350877,9.185614035,9.25154386,9.371614035,9.450807018,9.582666667,
